customer_id,name,gender,age,city,signup_date
C00162,Customer_00162,F,40,Mumbai,2024-01-21
C00163,Customer_00163,F,33,Kolkata,2024-09-13
C00164,Customer_00164,F,18,Ahmedabad,2025-02-02
C00165,Customer_00165,M,29,Pune,2025-06-12
C00166,Customer_00166,F,41,Pune,2024-02-20
C00167,Customer_00167,M,51,Ahmedabad,2025-03-22
C00168,Customer_00168,M,25,Ahmedabad,2024-09-26
C00169,Customer_00169,M,35,Kolkata,2025-08-17
C00170,Customer_00170,F,22,Pune,2025-09-27
C00171,Customer_00171,F,43,Pune,2024-09-18
C00172,Customer_00172,M,47,Vijayawada,2024-12-30
C00173,Customer_00173,F,30,Pune,2024-02-18
C00174,Customer_00174,M,36,Ahmedabad,2025-06-01
C00175,Customer_00175,F,46,Hyderabad,2025-09-20
C00176,Customer_00176,M,20,Chennai,2024-04-27
C00177,Customer_00177,F,43,Mumbai,2025-03-28
C00178,Customer_00178,M,57,Ahmedabad,2025-10-02
C00179,Customer_00179,F,29,Pune,2025-01-31
C00180,Customer_00180,M,19,Bengaluru,2025-11-13
C00181,Customer_00181,M,28,Kolkata,2024-01-27
C00182,Customer_00182,M,45,Kolkata,2025-12-11
C00183,Customer_00183,F,35,Chennai,2025-01-06
C00184,Customer_00184,F,30,Ahmedabad,2024-04-06
C00185,Customer_00185,M,54,Chennai,2025-06-12
C00186,Customer_00186,F,39,Hyderabad,2025-11-15
C00187,Customer_00187,F,29,Jaipur,2025-09-04
C00188,Customer_00188,F,19,Delhi,2024-07-04
C00189,Customer_00189,F,54,Bengaluru,2025-11-26
C00190,Customer_00190,M,24,Delhi,2024-08-02
C00191,Customer_00191,M,43,Jaipur,2024-09-07
C00192,Customer_00192,F,43,Bengaluru,2024-08-03
C00193,Customer_00193,F,41,Delhi,2024-01-29
C00194,Customer_00194,F,29,Bengaluru,2024-04-11
C00195,Customer_00195,M,33,Chennai,2024-05-02
C00196,Customer_00196,M,40,Mumbai,2024-02-23
C00197,Customer_00197,F,57,Vijayawada,2024-10-09
C00198,Customer_00198,F,26,Bengaluru,2025-09-05
C00199,Customer_00199,F,49,Jaipur,2024-04-26
C00200,Customer_00200,F,32,Chennai,2025-09-07
C00201,Customer_00201,F,54,Vijayawada,2025-07-10
C00202,Customer_00202,M,30,Chennai,2024-04-23
C00203,Customer_00203,M,22,Hyderabad,2025-06-26
C00204,Customer_00204,F,28,Pune,2025-11-06
C00205,Customer_00205,F,27,Kolkata,2025-12-01
C00206,Customer_00206,M,30,Hyderabad,2024-10-19
C00207,Customer_00207,M,58,Jaipur,2024-07-13
C00208,Customer_00208,F,32,Ahmedabad,2024-10-18
C00209,Customer_00209,M,59,Ahmedabad,2024-09-17
C00210,Customer_00210,M,24,Kolkata,2024-07-25
C00211,Customer_00211,F,57,Chennai,2025-07-17
C00212,Customer_00212,F,45,Mumbai,2024-02-18
C00213,Customer_00213,F,49,Jaipur,2024-01-06
C00214,Customer_00214,M,52,Kolkata,2025-01-13
C00215,Customer_00215,F,32,Vijayawada,2025-01-28
C00216,Customer_00216,M,53,Vijayawada,2024-08-11
C00217,Customer_00217,M,38,Ahmedabad,2024-01-23
C00218,Customer_00218,F,23,Pune,2025-10-18
C00219,Customer_00219,F,18,Chennai,2024-04-19
C00220,Customer_00220,F,21,Ahmedabad,2025-12-24
C00221,Customer_00221,F,28,Mumbai,2025-07-06
C00222,Customer_00222,F,43,Kolkata,2025-02-02
C00223,Customer_00223,M,54,Bengaluru,2024-06-20
C00224,Customer_00224,M,40,Mumbai,2025-11-28
C00225,Customer_00225,M,46,Bengaluru,2025-12-26
C00226,Customer_00226,M,38,Chennai,2024-11-01
C00227,Customer_00227,F,44,Kolkata,2025-07-17
C00228,Customer_00228,M,56,Vijayawada,2025-08-04
C00229,Customer_00229,F,57,Vijayawada,2025-12-08
C00230,Customer_00230,F,30,Hyderabad,2024-05-30
C00231,Customer_00231,F,40,Vijayawada,2025-03-03
C00232,Customer_00232,F,33,Jaipur,2025-09-12
C00233,Customer_00233,F,47,Hyderabad,2025-04-11
C00234,Customer_00234,F,21,Hyderabad,2025-09-21
C00235,Customer_00235,M,57,Vijayawada,2025-08-29
C00236,Customer_00236,F,33,Ahmedabad,2025-07-09
C00237,Customer_00237,M,48,Pune,2024-03-07
C00238,Customer_00238,M,59,Pune,2024-06-04
C00239,Customer_00239,F,42,Jaipur,2024-07-24
C00240,Customer_00240,M,29,Delhi,2024-06-03
C00241,Customer_00241,F,43,Ahmedabad,2025-11-21
C00242,Customer_00242,F,54,Delhi,2025-05-23
C00243,Customer_00243,F,50,Bengaluru,2025-07-25
C00244,Customer_00244,M,45,Ahmedabad,2024-03-14
C00245,Customer_00245,M,26,Kolkata,2024-02-18
C00246,Customer_00246,F,29,Delhi,2025-04-11
C00247,Customer_00247,M,22,Jaipur,2025-08-07
C00248,Customer_00248,F,45,Jaipur,2025-12-08
C00249,Customer_00249,F,52,Ahmedabad,2024-06-27
C00250,Customer_00250,F,22,Hyderabad,2024-02-17
C00251,Customer_00251,M,51,Kolkata,2024-03-12
C00252,Customer_00252,M,51,Chennai,2024-04-22
C00253,Customer_00253,F,30,Kolkata,2024-06-07
C00254,Customer_00254,M,56,Jaipur,2024-01-30
C00255,Customer_00255,M,59,Bengaluru,2024-04-06
C00256,Customer_00256,F,31,Delhi,2024-09-07
C00257,Customer_00257,F,28,Delhi,2025-06-02
C00258,Customer_00258,F,59,Bengaluru,2024-04-01
C00259,Customer_00259,F,55,Mumbai,2024-04-22
C00260,Customer_00260,M,21,Ahmedabad,2024-09-15
C00261,Customer_00261,F,50,Jaipur,2024-04-16
C00262,Customer_00262,Other,24,Pune,2025-07-28
C00263,Customer_00263,M,58,Vijayawada,2025-01-24
C00264,Customer_00264,F,25,Bengaluru,2024-12-23
C00265,Customer_00265,F,54,Bengaluru,2024-07-17
C00266,Customer_00266,F,27,Kolkata,2025-03-02
C00267,Customer_00267,F,60,Ahmedabad,2025-04-22
C00268,Customer_00268,F,32,Ahmedabad,2025-05-17
C00269,Customer_00269,M,55,Pune,2025-10-19
C00270,Customer_00270,M,32,Vijayawada,2025-07-26
C00271,Customer_00271,F,22,Ahmedabad,2024-04-29
C00272,Customer_00272,F,46,Hyderabad,2025-07-26
C00273,Customer_00273,F,36,Jaipur,2024-11-04
C00274,Customer_00274,F,27,Hyderabad,2025-06-21
C00275,Customer_00275,F,29,Mumbai,2025-09-18
C00276,Customer_00276,F,21,Jaipur,2025-04-19
C00277,Customer_00277,F,48,Chennai,2025-07-05
C00278,Customer_00278,F,35,Jaipur,2024-12-09
C00279,Customer_00279,F,33,Jaipur,2025-09-19
C00280,Customer_00280,F,57,Pune,2024-05-15
C00281,Customer_00281,F,53,Hyderabad,2024-10-03
C00282,Customer_00282,M,42,Vijayawada,2025-06-16
C00283,Customer_00283,M,40,Kolkata,2024-01-31
C00284,Customer_00284,M,29,Pune,2024-09-03
C00285,Customer_00285,F,51,Jaipur,2025-02-14
C00286,Customer_00286,M,53,Kolkata,2024-01-27
C00287,Customer_00287,M,54,Delhi,2024-03-13
C00288,Customer_00288,F,20,Kolkata,2024-04-06
C00289,Customer_00289,M,26,Bengaluru,2025-11-03
C00290,Customer_00290,F,35,Pune,2024-12-11
C00291,Customer_00291,M,60,Pune,2025-04-20
C00292,Customer_00292,M,52,Bengaluru,2024-10-26
C00293,Customer_00293,F,51,Delhi,2024-10-25
C00294,Customer_00294,M,58,Ahmedabad,2024-10-13
C00295,Customer_00295,M,31,Ahmedabad,2025-03-24
C00296,Customer_00296,F,21,Ahmedabad,2024-07-30
C00297,Customer_00297,F,46,Ahmedabad,2024-03-16
C00298,Customer_00298,M,58,Hyderabad,2025-02-04
C00299,Customer_00299,F,32,Bengaluru,2025-10-16
C00300,Customer_00300,M,45,Delhi,2024-02-03
C00301,Customer_00301,M,59,Jaipur,2025-05-12
C00302,Customer_00302,F,33,Mumbai,2025-05-30
C00303,Customer_00303,F,29,Pune,2024-11-23
C00304,Customer_00304,F,22,Kolkata,2024-04-07
C00305,Customer_00305,F,51,Ahmedabad,2024-12-31
C00306,Customer_00306,F,59,Kolkata,2025-12-29
C00307,Customer_00307,F,18,Mumbai,2025-04-07
C00308,Customer_00308,M,56,Pune,2024-01-28
C00309,Customer_00309,F,49,Chennai,2025-12-13
C00310,Customer_00310,M,43,Vijayawada,2025-01-20
C00311,Customer_00311,M,34,Delhi,2024-09-29
C00312,Customer_00312,M,44,Hyderabad,2024-05-06
C00313,Customer_00313,M,41,Kolkata,2024-07-20
C00314,Customer_00314,F,52,Ahmedabad,2025-06-04
C00315,Customer_00315,F,59,Bengaluru,2024-10-13
C00316,Customer_00316,F,56,Kolkata,2025-03-25
C00317,Customer_00317,M,43,Pune,2024-03-28
C00318,Customer_00318,M,55,Chennai,2024-11-13
C00319,Customer_00319,M,40,Delhi,2024-01-19
C00320,Customer_00320,M,39,Bengaluru,2025-08-15
C00321,Customer_00321,F,21,Vijayawada,2024-04-16
C00322,Customer_00322,F,26,Pune,2025-04-02
C00323,Customer_00323,F,21,Chennai,2024-11-06
C00324,Customer_00324,M,24,Bengaluru,2025-02-15
C00325,Customer_00325,F,40,Vijayawada,2025-09-15
C00326,Customer_00326,F,19,Kolkata,2025-09-26
C00327,Customer_00327,F,41,Pune,2025-05-12
C00328,Customer_00328,F,57,Jaipur,2024-08-31
C00329,Customer_00329,M,48,Vijayawada,2025-11-20
C00330,Customer_00330,M,48,Chennai,2025-07-30
C00331,Customer_00331,M,57,Jaipur,2025-01-14
C00332,Customer_00332,F,60,Jaipur,2025-05-29
C00333,Customer_00333,M,51,Hyderabad,2024-07-25
C00334,Customer_00334,M,41,Chennai,2025-01-28
C00335,Customer_00335,M,43,Jaipur,2024-01-21
C00336,Customer_00336,M,33,Kolkata,2025-06-10
C00337,Customer_00337,F,30,Pune,2024-12-08
C00338,Customer_00338,F,32,Pune,2025-12-18
C00339,Customer_00339,M,44,Kolkata,2024-07-20
C00340,Customer_00340,M,21,Hyderabad,2024-04-29
C00341,Customer_00341,F,33,Delhi,2025-10-10
C00342,Customer_00342,M,47,Hyderabad,2025-01-23
C00343,Customer_00343,M,47,Pune,2025-06-20
C00344,Customer_00344,M,53,Delhi,2024-08-21
C00345,Customer_00345,M,20,Hyderabad,2025-09-24
C00346,Customer_00346,F,39,Jaipur,2025-08-24
C00347,Customer_00347,F,39,Delhi,2024-11-15
C00348,Customer_00348,M,29,Pune,2025-12-12
C00349,Customer_00349,M,38,Kolkata,2024-06-28
C00350,Customer_00350,F,21,Ahmedabad,2025-01-02
C00351,Customer_00351,F,48,Jaipur,2024-03-16
C00352,Customer_00352,F,48,Jaipur,2025-10-10
C00353,Customer_00353,F,40,Ahmedabad,2025-10-11
C00354,Customer_00354,M,37,Vijayawada,2025-05-10
C00355,Customer_00355,M,32,Mumbai,2025-06-05
C00356,Customer_00356,F,40,Bengaluru,2024-07-19
C00357,Customer_00357,M,45,Chennai,2024-12-11
C00358,Customer_00358,F,33,Hyderabad,2025-04-27
C00359,Customer_00359,F,54,Mumbai,2024-08-06
C00360,Customer_00360,F,38,Hyderabad,2024-02-29
C00361,Customer_00361,M,32,Mumbai,2025-10-20
C00362,Customer_00362,F,34,Delhi,2025-09-10
C00363,Customer_00363,M,54,Kolkata,2025-07-03
C00364,Customer_00364,F,30,Chennai,2025-10-07
C00365,Customer_00365,F,36,Chennai,2024-08-08
C00366,Customer_00366,M,47,Hyderabad,2025-05-16
C00367,Customer_00367,F,35,Ahmedabad,2024-05-12
C00368,Customer_00368,F,31,Delhi,2024-02-22
C00369,Customer_00369,M,53,Vijayawada,2025-03-25
C00370,Customer_00370,M,53,Chennai,2024-03-02
C00371,Customer_00371,M,37,Bengaluru,2024-01-23
C00372,Customer_00372,M,36,Hyderabad,2024-02-13
C00373,Customer_00373,M,24,Jaipur,2025-07-11
C00374,Customer_00374,F,21,Bengaluru,2025-10-20
C00375,Customer_00375,M,51,Pune,2025-12-28
C00376,Customer_00376,M,19,Hyderabad,2024-02-16
C00377,Customer_00377,F,22,Hyderabad,2024-01-24
C00378,Customer_00378,M,27,Jaipur,2025-10-18
C00379,Customer_00379,F,49,Delhi,2024-03-29
C00380,Customer_00380,M,59,Jaipur,2024-06-22
C00381,Customer_00381,M,58,Chennai,2025-07-29
C00382,Customer_00382,F,30,Kolkata,2024-04-28
C00383,Customer_00383,F,56,Hyderabad,2025-10-29
C00384,Customer_00384,F,22,Pune,2024-06-26
C00385,Customer_00385,F,27,Ahmedabad,2024-12-07
C00386,Customer_00386,F,27,Hyderabad,2025-07-21
C00387,Customer_00387,M,55,Jaipur,2024-02-28
C00388,Customer_00388,M,44,Mumbai,2025-03-13
C00389,Customer_00389,F,38,Hyderabad,2025-03-03
C00390,Customer_00390,F,25,Hyderabad,2025-03-01
C00391,Customer_00391,Other,18,Pune,2025-01-15
C00392,Customer_00392,M,45,Pune,2025-04-30
C00393,Customer_00393,M,56,Hyderabad,2024-07-03
C00394,Customer_00394,F,31,Mumbai,2025-07-12
C00395,Customer_00395,M,38,Kolkata,2025-04-04
C00396,Customer_00396,F,47,Vijayawada,2024-04-11
C00397,Customer_00397,F,38,Mumbai,2025-07-09
C00398,Customer_00398,M,26,Mumbai,2024-01-15
C00399,Customer_00399,F,34,Mumbai,2024-02-20
C00400,Customer_00400,F,22,Kolkata,2024-11-04
C00401,Customer_00401,M,48,Delhi,2024-02-03
C00402,Customer_00402,F,57,Delhi,2025-09-27
C00403,Customer_00403,F,55,Mumbai,2025-08-11
C00404,Customer_00404,F,60,Vijayawada,2025-09-26
C00405,Customer_00405,M,36,Jaipur,2024-07-23
C00406,Customer_00406,F,53,Bengaluru,2024-03-10
C00407,Customer_00407,M,50,Delhi,2024-08-17
C00408,Customer_00408,M,30,Ahmedabad,2025-04-24
C00409,Customer_00409,F,31,Pune,2025-06-16
C00410,Customer_00410,M,50,Kolkata,2024-04-17
C00411,Customer_00411,M,46,Kolkata,2024-08-28
C00412,Customer_00412,F,60,Bengaluru,2024-09-07
C00413,Customer_00413,F,53,Delhi,2024-05-14
C00414,Customer_00414,F,27,Vijayawada,2024-03-30
C00415,Customer_00415,F,48,Vijayawada,2025-08-13
C00416,Customer_00416,M,23,Pune,2025-03-15
C00417,Customer_00417,M,18,Mumbai,2025-11-19
C00418,Customer_00418,M,24,Jaipur,2024-10-24
C00419,Customer_00419,F,44,Delhi,2025-02-10
C00420,Customer_00420,F,38,Vijayawada,2024-11-03
C00421,Customer_00421,F,45,Bengaluru,2024-04-11
C00422,Customer_00422,F,33,Pune,2024-12-26
C00423,Customer_00423,M,40,Hyderabad,2025-09-15
C00424,Customer_00424,F,37,Pune,2025-11-23
C00425,Customer_00425,M,55,Vijayawada,2025-09-07
C00426,Customer_00426,F,42,Hyderabad,2025-06-11
C00427,Customer_00427,M,45,Ahmedabad,2025-08-30
C00428,Customer_00428,F,22,Chennai,2024-10-19
C00429,Customer_00429,M,38,Pune,2024-05-25
C00430,Customer_00430,M,35,Bengaluru,2025-02-07
C00431,Customer_00431,M,23,Bengaluru,2024-01-02
C00432,Customer_00432,F,46,Jaipur,2024-04-28
C00433,Customer_00433,F,36,Mumbai,2025-08-28
C00434,Customer_00434,M,50,Pune,2024-07-09
C00435,Customer_00435,M,18,Vijayawada,2024-01-03
C00436,Customer_00436,F,20,Chennai,2025-05-01
C00437,Customer_00437,M,59,Delhi,2025-09-14
C00438,Customer_00438,F,38,Vijayawada,2024-06-25
C00439,Customer_00439,F,52,Bengaluru,2024-09-13
C00440,Customer_00440,M,58,Ahmedabad,2025-06-17
C00441,Customer_00441,M,57,Vijayawada,2025-04-21
C00442,Customer_00442,Other,20,Kolkata,2025-02-01
C00443,Customer_00443,M,42,Bengaluru,2025-05-10
C00444,Customer_00444,M,55,Pune,2024-08-07
C00445,Customer_00445,F,37,Ahmedabad,2024-06-21
C00446,Customer_00446,F,51,Kolkata,2025-01-24
C00447,Customer_00447,Other,38,Hyderabad,2025-05-16
C00448,Customer_00448,F,40,Chennai,2025-07-30
C00449,Customer_00449,M,23,Bengaluru,2024-09-16
C00450,Customer_00450,M,30,Pune,2024-05-10
C00451,Customer_00451,F,40,Kolkata,2024-04-22
C00452,Customer_00452,F,26,Kolkata,2025-12-23
C00453,Customer_00453,M,34,Mumbai,2024-01-20
C00454,Customer_00454,F,19,Kolkata,2024-08-02
C00455,Customer_00455,M,36,Chennai,2024-11-05
C00456,Customer_00456,F,36,Ahmedabad,2024-09-07
C00457,Customer_00457,M,24,Ahmedabad,2025-05-02
C00458,Customer_00458,M,59,Kolkata,2025-01-16
C00459,Customer_00459,M,59,Pune,2025-02-12
C00460,Customer_00460,M,37,Bengaluru,2024-09-27
C00461,Customer_00461,M,26,Pune,2025-02-10
C00462,Customer_00462,F,34,Jaipur,2025-11-22
C00463,Customer_00463,F,44,Bengaluru,2024-07-12
C00464,Customer_00464,F,19,Hyderabad,2025-03-16
C00465,Customer_00465,F,53,Chennai,2024-11-08
C00466,Customer_00466,M,36,Pune,2024-03-19
C00467,Customer_00467,M,34,Mumbai,2024-06-28
C00468,Customer_00468,F,22,Ahmedabad,2025-11-05
C00469,Customer_00469,M,56,Kolkata,2025-12-14
C00470,Customer_00470,F,35,Bengaluru,2024-01-14
C00471,Customer_00471,M,24,Kolkata,2024-09-02
C00472,Customer_00472,F,34,Hyderabad,2024-01-14
C00473,Customer_00473,M,56,Jaipur,2024-04-08
C00474,Customer_00474,F,53,Kolkata,2024-02-02
C00475,Customer_00475,F,57,Pune,2025-03-11
C00476,Customer_00476,Other,21,Bengaluru,2024-09-13
C00477,Customer_00477,M,55,Mumbai,2024-02-03
C00478,Customer_00478,F,42,Hyderabad,2024-01-19
C00479,Customer_00479,F,22,Vijayawada,2025-10-25
C00480,Customer_00480,F,47,Chennai,2024-09-16
C00481,Customer_00481,F,29,Jaipur,2025-11-06
C00482,Customer_00482,F,21,Pune,2025-08-11
C00483,Customer_00483,M,41,Chennai,2025-02-19
C00484,Customer_00484,F,46,Mumbai,2024-05-16
C00485,Customer_00485,F,26,Chennai,2024-12-24
C00486,Customer_00486,F,21,Ahmedabad,2025-12-20
C00487,Customer_00487,M,41,Bengaluru,2025-08-01
C00488,Customer_00488,M,31,Chennai,2024-04-25
C00489,Customer_00489,F,22,Pune,2025-02-07
C00490,Customer_00490,F,35,Vijayawada,2024-07-20
C00491,Customer_00491,M,59,Ahmedabad,2025-01-10
C00492,Customer_00492,F,36,Ahmedabad,2024-09-06
C00493,Customer_00493,M,29,Chennai,2025-03-21
C00494,Customer_00494,M,35,Jaipur,2024-10-04
C00495,Customer_00495,M,34,Delhi,2024-04-21
C00496,Customer_00496,M,47,Jaipur,2025-04-17
